rank,name,source,weighted_rms_db,weighted_mae_db,shape_correlation,rms_1_6k_db,rms_6_8k_db,rms_8_10k_db,rms_10_12k_db,coverage_hz,path
347,Hidizs MS3,Jaytiss,4.406247873159786,3.587476799079924,0.5467648732485652,3.8346922089671565,7.087817661945178,6.825722911274074,3.1539176530319457,20.0-19955.5,measurements/Jaytiss/data/in-ear/Hidizs MS3.csv
348,FiiO FP3,Jaytiss,4.410019035343495,3.0763306924673515,0.4356317787010215,3.2185111114998155,7.571595903330641,8.401101883847375,12.877219846522996,20.0-19955.5,measurements/Jaytiss/data/in-ear/FiiO FP3.csv
349,NF ACOUS RA15 (gold nozzle),Jaytiss,4.451718074344952,2.9743608681682416,0.23834917580274625,3.9117803539963427,7.501928753274846,4.818147987066945,5.7950276614924485,20.0-19955.5,measurements/Jaytiss/data/in-ear/NF ACOUS RA15 (gold nozzle).csv
350,TRN Medusa,Jaytiss,4.451903339888119,3.6455418597275413,0.6698489778612657,4.445721473505775,4.598290672732898,4.468613731407777,3.618834511883306,20.0-19955.5,measurements/Jaytiss/data/in-ear/TRN Medusa.csv
351,Dita Audio Dream XLS,Jaytiss,4.618851498294647,3.5876035348925956,-0.0007296514953868059,3.9887929337582304,7.130506338940305,5.789204877799756,10.833164576115314,20.0-19955.5,measurements/Jaytiss/data/in-ear/Dita Audio Dream XLS.csv
352,Juzear Clear,Jaytiss,4.633145521614016,3.339714520489452,0.41072636670299145,4.576899028204595,5.147965774810229,4.417503892490665,4.937218465756393,20.0-19955.5,measurements/Jaytiss/data/in-ear/Juzear Clear.csv
353,Campfire Audio Trifecta,Jaytiss,4.686564082159097,3.413488389680877,0.4335626947322039,4.164197090392016,7.806022441152114,4.992390315240263,5.056860334396544,20.0-19955.5,measurements/Jaytiss/data/in-ear/Campfire Audio Trifecta.csv
354,KZ ZA12 (off-off-off-off),Jaytiss,4.705914497607429,4.056714393185741,0.641228164704396,4.287821977418225,7.366623865424577,5.534171225230834,1.4259841175033283,20.0-19955.5,measurements/Jaytiss/data/in-ear/KZ ZA12 (off-off-off-off).csv
355,EarAcoustic Audio SPA Hi-End Max,Jaytiss,4.720781186647199,3.638837959557544,0.501452453785494,4.435659239838031,6.21326204468128,6.304261082621532,3.857193631556653,20.0-19955.5,measurements/Jaytiss/data/in-ear/EarAcoustic Audio SPA Hi-End Max.csv
356,Fir Audio e12,Jaytiss,4.749102833308088,3.67776957834459,0.6147481410516502,4.852367166710511,3.6268213189894847,5.456598760739588,1.9531363950353269,20.0-19955.5,measurements/Jaytiss/data/in-ear/Fir Audio e12.csv
357,SoftEars Studio 2,Jaytiss,4.901099423550533,3.9512469773301397,0.5523034420641114,4.749568797226514,5.33238444293054,5.419970745196381,8.333423321403673,20.0-19955.5,measurements/Jaytiss/data/in-ear/SoftEars Studio 2.csv
358,INTUAURA SplendorII,Jaytiss,4.947711183122708,3.8974049512087467,0.5420305681347442,4.675299813206921,6.942606274618644,5.141527028580483,3.6825698757519363,20.0-19955.5,measurements/Jaytiss/data/in-ear/INTUAURA SplendorII.csv
359,ND 001 Nano,Jaytiss,4.995922707522175,4.153179921815533,-0.011159594411317027,5.051644607953189,4.798096016689813,4.817943081914022,2.900725990032456,20.0-19955.5,measurements/Jaytiss/data/in-ear/ND 001 Nano.csv
360,7Hz Five,Jaytiss,5.016118685972477,4.223347467232369,0.5807044365608645,4.442907118465873,8.272919382114962,6.083474264249344,4.468272420378794,20.0-19955.5,measurements/Jaytiss/data/in-ear/7Hz Five.csv
361,Tipsy Dunmer Pro 4,Jaytiss,5.034529982626171,4.224910297299296,0.6711980844069915,4.906703386190259,5.398401161689501,5.960914823860914,6.855862269571002,20.0-19955.5,measurements/Jaytiss/data/in-ear/Tipsy Dunmer Pro 4.csv
362,ND X12,Jaytiss,5.085779540232835,4.18377968978293,0.6423853372879336,5.10097699152794,4.075992629782467,5.1971260914871475,8.981631820274192,20.0-19955.5,measurements/Jaytiss/data/in-ear/ND X12.csv
363,Kiwi Ears Forteza,Jaytiss,5.117106158791077,4.351727657367921,0.47707038005155683,4.47512869528092,8.4545216585796,6.696169847319145,5.6506429622763275,20.0-19955.5,measurements/Jaytiss/data/in-ear/Kiwi Ears Forteza.csv
364,FiiO JD1,Jaytiss,5.124418434924648,4.059844650404249,0.7253571900469574,5.37302501706287,2.706725369963248,4.71705679653198,3.021036095631017,20.0-19955.5,measurements/Jaytiss/data/in-ear/FiiO JD1.csv
365,NF Audio NA2+,Jaytiss,5.125190132666704,3.9581407033354585,0.5264790939654729,5.1283819220276685,5.3105275874615385,5.252347563722001,2.333956520070402,20.0-19955.5,measurements/Jaytiss/data/in-ear/NF Audio NA2+.csv
366,Moondrop Aria,Jaytiss,5.145358106161221,4.125536067949097,0.7228698254517618,5.41304775449055,2.7525574656895957,3.4070259630717366,5.51680774463888,20.0-19955.5,measurements/Jaytiss/data/in-ear/Moondrop Aria.csv
367,KZ ZA12 (on-on-on-on),Jaytiss,5.231821961064169,4.509697019952675,0.6188725764162869,4.769408802213332,8.174490173402049,6.215446372631431,0.5835624789704793,20.0-19955.5,measurements/Jaytiss/data/in-ear/KZ ZA12 (on-on-on-on).csv
368,KZ ZA12 (off-off-on-on),Jaytiss,5.324945021373146,4.606608938420649,0.6278971682427498,4.855185378533409,8.247984241364858,6.5161063415678635,0.8131919294950841,20.0-19955.5,measurements/Jaytiss/data/in-ear/KZ ZA12 (off-off-on-on).csv
369,Rhapsodio Return,Jaytiss,5.338919180119571,3.128496842437977,0.6750057586158027,2.744302869578679,10.407404739203605,12.131531223086125,20.50291785238779,20.0-19955.5,measurements/Jaytiss/data/in-ear/Rhapsodio Return.csv
370,Symphonium Audio Meteor,Jaytiss,5.427344649479786,4.317040457476233,0.5849102086428931,4.987849615676622,8.581689580166927,4.448479952370338,5.712697931183891,20.0-19955.5,measurements/Jaytiss/data/in-ear/Symphonium Audio Meteor.csv
371,Tanchjim Mino,Jaytiss,5.4620881662204255,4.091865397038674,0.4216122908392665,4.642130895193926,7.6691848039007215,7.850565149391429,15.902673853795893,20.0-19955.5,measurements/Jaytiss/data/in-ear/Tanchjim Mino.csv
372,Oriveti OD100,Jaytiss,5.487961763008957,4.322984753421267,0.529669103333897,5.415403778307064,5.976402733234914,4.613342661910548,8.321125518618192,20.0-19955.5,measurements/Jaytiss/data/in-ear/Oriveti OD100.csv
373,NF ACOUS RA15 (silver nozzle),Jaytiss,5.543190486430696,4.006229320877879,0.3098428371947947,5.143611709554572,8.48745030116242,5.081746755315885,4.42531749720959,20.0-19955.5,measurements/Jaytiss/data/in-ear/NF ACOUS RA15 (silver nozzle).csv
374,NF Audio NA20,Jaytiss,5.8949092562633085,4.215174548685018,0.18142343779045558,5.283525126174873,9.592653330092702,7.081497861004755,2.5525486172625236,20.0-19955.5,measurements/Jaytiss/data/in-ear/NF Audio NA20.csv
375,TFZ x Angelears Athena,Jaytiss,6.041872698396169,4.369339138656268,0.23158457555166323,5.587695675208793,9.297406001531831,5.998460442014758,3.6317708517825116,20.0-19955.5,measurements/Jaytiss/data/in-ear/TFZ x Angelears Athena.csv
376,NF ACOUS RG15 x Assassin's Creed Mirage,Jaytiss,6.108649128346165,4.56680645791911,0.298309181482246,5.577429158785086,9.716624014915766,6.09852105464645,4.4889525360625635,20.0-19955.5,measurements/Jaytiss/data/in-ear/NF ACOUS RG15 x Assassin's Creed Mirage.csv
377,NF ACOUS NM20,Jaytiss,6.82261866482365,5.1179060992990175,0.2813402498628532,6.468543282188889,9.593234161819987,6.764175144616145,4.4171527651319025,20.0-19955.5,measurements/Jaytiss/data/in-ear/NF ACOUS NM20.csv
