iem,offset_200_1000_db,offset_200_500_db,offset_500_1000_db
Ceramics_Ultra.txt,-0.545035183146,-0.085533703086,-2.710221882026
Galaxy_Buds2_Pro.txt,-0.661957581456,-0.316080634089,-2.000731229468
Pudding.txt,37.175696844071,37.444886324567,34.551184540792
Svanar_Wireless_Jr.txt,37.900590073592,40.455688564468,34.334124477433
Timeless.txt,29.948313623684,30.821735156259,28.216529730853
Uploaded Tforce yuanli EQ Target.txt,18.730348201132,19.310711144444,17.371982649676
WF1000XM4.txt,29.658172867322,29.871904262442,27.071809688806
